CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15815097,Root,603,France,Female,34,9,0.0,2,1,0,167916.35,0
15598259,Gregory,673,Germany,Female,41,9 units,98612.1,1,1 units,0,151349.35,
15661591,Panicucci,413,Germany,Male,39 units,1,130969.77,2,1,1,158891.79,0
15754569,PAGNOTTO,664,France  ,Male,57,1,0.0,₹2,1,1,56562.57,0
15665811,,644,France,Male,₹33,9,₹141234.98,1,1,0,95673.05,0
15578648,Marino,543,Germany,Male,₹49,6,59532.18,1,1,0,104253.56,0
15698117,Jerger,701,Germany,Male,41,0,,1,0,1,127623.36,0
15768340,Beavers,642,,Female,19,3,113905.48,,1,1,176137.2,
15575430,ROBSON  ,579,France,Female,33,₹1,118392.75,1,₹1,1,157564.75,0
15719479,Chukwuhaenye,619,Spain,Female,56,7,0.0,2 units,1,1,42442.21,0
15757648,MARSHALL,683,Germany,Female,35,5,95698.79,1,0,1,182566.76,0
15703177,Bell,654,France,Female,35,2,90865.8,1,1,1,86764.46,0
15750497 units,Longo  ,850,France,Female,37,7,₹153147.75,1,1,1,152235.3,0
15678210,Robson,684,France,Male,38,,₹105069.98,2,1 units,1,,0
₹15728542,NULL,,France,,71,4,₹0.0,2,1,1,107236.87,0
15569430,Burrows,704,Spain,FEMALE,36,2,₹175509.8,2 units,1,0,152039.67,₹0
15728917,Gill,598 units,FRANCE,Male,48,6,,1,1,0,30635.52,1
15719352,Davidson,,Spain,NULL,39,6,₹170184.99,2,1,0,89593.26,0
15722845,Meldrum,665 units,,Male,29,1,182781.74,2,1,1,63732.9,0
15682928,Chiazagomekpere,,Spain,Male,39,4,65521.2,1,1,1,1243.97,0
15712543,Chinweike,789,Germany,Male,39,7,124828.46,2,1,,124411.08,₹0
15802256,Yao,439,France,MALE  ,28,7,110976.23,2,1,0,138526.96,0
15768777,Wang  ,507 units,Spain,Female,34,4,0.0,2,1,₹1 units,60688.38,0
15700263,Ifeatu,569,France,Male,66,2,0.0,1,1 units,0,130784.2,1
15768763,Bogdanov,562,France  ,Male,37,2,0.0,1,0 units,1,52525.15,1
,Pagnotto  ,798,Germany,Female,38,4,129055.13,1,1,0,157147.59,0
15743828,Stevens,691,,Male,41,2,0.0,1,1,1,56850.92,1
15600280,Tao,703,France,NULL,32,6,0.0,2,0,0,33606.52,0
15765173,Lin,350,France  ,Female,60,3,0.0,1,0 units,0,113796.15,1
15619304,Onio,₹502,France,NULL,42,8,159660.8,3,1 units,0,113931.57,1
15614103,Colombo,850,Germany,Male,42,8,₹119839.69,₹1,0,1,₹51016.02,1
15606232,Holloway,621,NULL,Female,36,7,116338.68,1,,1,155743.48,0
15609299,Chamberlain,595,France,Male,29,6,150685.79,1,1,₹0,87771.06,0
15751177,Milne,685,GERMANY,Female,44,2 units,119657.53,1,1,0,145387.05,1
,Robertson,569,Spain  ,Male,35,3,116969.35,1,0,0,94488.82,0
₹15671655,,763,Germany,Male,31,7,143966.3,2,1,₹1,140262.96,₹1
15716605,Chukwufumnanya,710,Germany,Female,24,7,₹103099.17,2 units,1,0,173276.62,0
15711977,Finch,695,France,Male,36,4,₹161533.0,1,₹1 units,,100940.91,0
15645896,NULL,646,Germany,MALE,39,6,₹121681.91,2,0,1,61793.47,0
15685329,McKenzie,531,FRANCE  ,Female,63,1,114715.71 units,1,0,1,24506.95,1
15738980,Yobanna,506,France,Male,43 units,2,0.0 units,2,1,0 units,105568.6,0
15578799,Anayolisa,625,France  ,Female,58,10,53772.73,1,1,1,192072.1,1
15743192,HUNG,623,France,Female,44,6,,2,0,0,₹167162.43,0
15747043,Giles,599,Spain,Male,36,4,0.0 units,2,0,0,13210.56,0
15813034,Martin,727,Spain,Male,38,2,62276.99,1,1 units,1,59280.79,0
15717231,Yang  ,721,Germany,Male,37,4,98459.6,1,0 units,0,90821.66,0
15795878,Anayochukwu  ,636,Spain,Male  ,45 units,,0.0,2,1,1,159463.8,0
15806455 units,Miller,611,France,NULL,27,₹7,0.0,2,1,1,157474.1,0
15658195,Efremova,653,France,Male,34,5,118838.75,1,₹1,1,52820.13,0
15636069,Plummer,632,Spain,Male,₹28,7,₹155519.59,1,1,0,1843.24,0
15569892,,516,France,Male,35,10,57369.61,1,1,1,101699.77,0
15737778,Dickson,782,Spain,FEMALE,41,4,0.0,1,1,0,132943.88,0
15572114,Shih,673,Spain,Male,40,1,121629.22,1,1,1,3258.6,0
15808831,Dale,669,France,NULL,29,7,0.0,2,₹1 units,1,138145.62,0
15657306,Kershaw,567,France,Female,47,2 units,0.0,1,0,0,110900.43,1
15626684,Huang,547,France,Female,38,5,167539.97,₹1,0,1 units,159207.34 units,0
15736420,Macdonald,596,France,Male,21,4,210433.08,2,0,1,197297.77,
15601503,Tokaryev,578,Spain,Male,28,4,0.0,2,0,0,6947.09,₹0
15606855,Wang,730,Spain,MALE  ,₹26,6,0.0,2,,1,185808.7,0
15806467,Boyle,568,Germany,Male,40,₹1,99282.63,1,0,0,134600.94,1
15655961,Palermo,756,Germany,Male,27,1 units,131899.0,₹1,1,,93302.29,0
15590730,Hunt,₹745,Spain,Male,34,9,,2,1,₹0,50046.25,0
15586880,P'eng,₹594,Germany,Male,41,2,122545.65,2,1,1,₹42050.24,0
15709387,OBIAJULU,711,France,Male,52 units,5,0.0,1,1,1,159808.95,0
15660385,Stevenson,592,France,Male,39,7,0.0,2,1,0,83084.33,0
₹15631392,Douglas,654,Germany  ,Male,43,9,84673.17,2,0,1,₹82081.35,0
15776596,,730,Spain,NULL,39,6,140094.59,1,1,0,172450.04,1
15673971,Houghton,655,Germany,Female,44,6,146498.76,1,1,0,64853.51,1
15799384,Collier,683,France,Male,33,8,0.0,1,0,0,73564.44,0
15789425,Marsden,694,Germany,Female,37,8,98218.04,2,1,0,,1
15771855,Yu,682,France,Male,37,5,0.0,2,0,1,112554.68 units,0
15734649,Martel,779 units,Spain,Female,55,0,133295.98,1,1,0,22832.71,1
15649297,T'ang,605 units,France,Female,62,4,111065.93,2,0,₹1,125660.99,0
15697441,HSUEH,485,FRANCE,Male,29,7,182123.79,₹1,1,0,116828.51,1
15678146,NULL,668,Spain,Female,₹24,7,173962.32,1,0,₹0,106457.11,1
15768282,Perez,724,Germany,NULL,36,6,,₹2,1,1,10627.21,0
,NULL,564,,Male,37,9,100252.18,1,1,1,146033.52,₹0
15660636,NULL,540,Spain,Female,40,₹8,0.0,2,1,0,3560.0,0
15726747,Donaldson,714,France,Male,63,,138082.16,1,0,1,,₹0
15620030,NULL,744 units,France,NULL,29,1,0.0,1,0,0,82422.97,0
15735388,Wayn,,France,Female,25,7 units,108664.85,2,1,0,190011.85,0
15686885,Nekrasov,777,Germany,Male,44,3,124655.59,2,0,1,79792.3 units,0
15810775,Tsao,576,SPAIN,Male,,2,100549.43,2,1,1,16644.16,₹0
15635775,Watt,781,FRANCE,Male,33,3,89276.48,1,1,0,6959.0,0
15752885,Nnonso,529,France,Male,42,1 units,157498.9,1,1,1,82276.62,0
15568819,CHIGANU,619,Germany,Female,42 units,8,₹132796.04,3,1,1,191821.35,1
,Demuth,747,Germany,Female,32,5,67495.04,2,0,1,77370.37,0
15775590,MACKAY,482,Germany,Female,48,₹2,69329.47,1,0,0,102640.52,₹1
15750014,NULL,₹755,Germany,Female,37,0,113865.23,2,1,1,117396.25,0
15680278,,661,,Female,42,9,75361.44,1,1,0,27608.12,1
15598046,Su,662,France,Female,39,5 units,139562.05 units,2,1,0,61636.22,0
15711288,HAY,512,France,Male,24,6,0.0,2 units,1,0,37654.31,0
15631240,Dubinina,,France,Female,36,8,0.0,2,1,1,12096.61,1
15706131,Logan  ,621,Spain,Female,37,9,83061.26,2,1,0,9170.54,0
₹15622897,SHARPE,646,France,Female,46,4,0.0,3,1,0,93251.42,
15757759,,807,Spain,Female,28,,165969.26,3,1,0,156122.13,1
15724858,Begum,688,NULL,Female,54,9 units,0.0 units,₹1,1,0,191212.63,1
15627042,Reilly,555,France,Female,26,7,0.0,2,1,0,93122.41,0
,Pirozzi,554,Spain,Female  ,34,8,0.0,1,0,1 units,106981.03,0
15612525 units,,499,France,Female,57,1,0.0,1,0,0,131372.38,1
15768476,Chukwubuikem,703,Spain,Male,₹31,6,0.0,2,1,1,67667.19,0
15744582 units,Randall,680,France,Female,24,10,0.0,3,1,0,154971.63,1
15652626,Grave,826,France,Male,55,4,115285.85,1,1,0,140126.17,0
15626578 units,Milne,622,France,Male,26,9,0.0,2,1,1,153237.59,0
15631848,Grover,727,France,Female,26,9,121508.28,1,1,1 units,146785.44,0
15565879 units,Riley,₹845,France  ,Female,28 units,9,0.0,2,1,1,56185.98 units,0
15601627,Siciliano,587,France,Male,,8,₹148163.57 units,1,0,0,122925.4,0
,Campbell,806,Spain,Female,37,2,137794.18,2,0,1,₹75232.02,0
15642041,Burns,727,Germany,Male  ,40,1,93051.64,2,1,0,71865.31,₹1
15696371,Thomas,812,Spain  ,Female,24 units,1,92476.88 units,1,0,0,83247.14,0
15754929,Douglas,757,France,Male,31,10,39539.39,2 units,0,0 units,192519.39,0
15618363,Muomelu,659,,Male,,₹9,82916.48,1 units,1,1,84133.48,0 units
15680920,Marchesi,695,France,Male,46,7,49512.55,1,1,0,133007.34,0
15702293,Medvedeva,588,Spain,Female,35,,0.0,2,1,1,108739.15,0
15780804,Nucci,482,France,Male,55,5,97318.25,1,0,1,78416.14,0
15740072,Padovesi,720,France,Female,,2,₹120328.88,,1,1,138470.21,0
15754443 units,Fadden,443,France,Female,35,9,₹108308.0,1,1,0,129031.19,1
15717629,Docherty,632,Germany,Male,42,6,59972.26,2,0,1,148172.94,0 units
15660417,Lambert  ,613,Germany,Female,43,10,120481.69,1,0,0,94875.03,1
15778589,Collier,626,France,Male,34,7,,2,1,1,56646.28,0
15569867,Chinweuba,529,France,Female,29,8,0.0,2,1,0,19842.11,0
,Milani,559,Spain  ,Female,27,1,₹0.0,1,0,1,1050.33,₹0
15591607,Fernie,770,France,Male,24,9,101827.07,1,1,0,167256.35,0 units
15692463 units,Rahman,799,Spain,FEMALE,28,3,142253.65,1,1,0,45042.56,0
,Marshall,616,Spain,Male,30,5,0.0,2,0,1,196108.51,0
15730735,Henning,713,France,Male,38,9,72286.84,2,1,1,26136.89,0
15640409,Carpenter,817,Germany  ,Female,46,0,89087.89,1 units,0,1,87941.85,1
15773972,Balashov,₹614,France,,50,4,137104.47,1,1,0 units,127166.49,1
15782247,Yeh,540,France,Male  ,22,₹4,0.0,3 units,1,1 units,186233.26,
15569626,Miller,577,Spain,Male,35,5,110080.3,1,1,1,109794.31 units,0
15613319,Rice,793 units,France,Female,33,0,0.0,1,0,0,175544.02,0
15644882,,616,Germany,Female,36,10,78249.53,1,1,0,136934.91,0
15717191,Ferri,508,France,Male,49,1 units,93817.41,2,1,1,132468.76 units,1
₹15639004,Chiemezie,668 units,France,Male,72,₹2,0.0,2,1,1,70783.61,0
15750104,Chan,718,Germany,Male,43,5 units,132615.73,2,1,0,32999.1,0
15602551,Johnson,667,Spain,MALE,39,9,0.0,2,1,0,68873.8,0
15591428,Myers,781,France,Male,29,9,0.0,2,0,0,172097.4,0
15739131,Whitworth,718,,Male,,4,65643.3,1,1,0,28760.99,0
15593683,Solomina,668,Spain,Female,30,8,0.0,2,1,0,138465.7,0
15592000,Calabresi,,Germany,FEMALE,48,9,82794.18,1,1 units,0,124720.68,1
15575214,Ch'en,709,France,Male,37,7 units,0.0,1,1,0,159486.76,₹0 units
15657085,Gardiner,578,France,Male,23,10 units,88980.32,1 units,1,1,125222.36,0 units
15749528,Achebe,652,Spain,Male,₹58,6,0.0,2,0,1,170025.43,0
15641732,Mills,543,France,Female,36 units,3,0.0 units,2,0,0,26019.59,0
15675949,Fleming,696,SPAIN,Female,43,4,0.0,2,₹1,1,66406.37,0
15733876,Schneider,667,France,Male  ,36,9,0.0,2,1,1,40062.29,0
15730590,Ko  ,738,Germany,Female,40,1,115409.18,2 units,0,0,180456.8,0 units
15788224,Sanderson,669,Germany,,45,1,123949.75,1,0,0,110881.56,0
15791674 units,Sutherland,846,FRANCE,Female,34,10,142388.61,2,0,1,68393.64 units,₹1
15676156,BOYLE  ,528,France,FEMALE,32,4,85615.66,2,1,,156192.43,0
15813422,Lu  ,781,Spain  ,Male,35,4,80790.74,1,1,0,116429.51,0
,Dilibe,679,Germany,FEMALE,37,8,77373.87,2,0,1,174873.09,0 units
15692002,Skelton,538,France,Male,33,6,93791.38,1,1,1,199249.29,0
15783019,Price,794,France,Female,62 units,9,123681.32,,1,0,173586.63,1
15784761,Ballard,554,Spain,FEMALE,46 units,7,,3,0,1,96929.24,1
15601172,NELSON,672,France,Male,31,6,91125.75,1,1,0,177295.92,0
₹15624715,Ma,593,Spain,,40,2,,1,1 units,1,5194.95,0
,Whitehead,708,France,Female,44,2,161887.81,2,,0,84870.23 units,0
15725068,Quinn,,Spain,Female,21,9,0.0,2,₹1,1,26327.42,0
15723671,Lucciano,661,France,Male,35,9,100107.99,1,1,0,83949.68,0
15604891,Zaytseva,624,Spain,Female,38,8,0.0,2,1,0,95403.41 units,0
15703413,Montes,519,France,Female,38,7,125328.56,1,1,0,188225.67,0 units
15709511,,622,France,Male,43,8 units,0.0,2,1,0 units,100618.17,0
15746802,Onio,477,France,Female,30,6,131286.46,1,1,0,194144.45,0
,,450,Spain,Female,46,5,177619.71,1 units,,,₹54227.06,0
15791191,Mitchell,633,NULL,Male,59 units,2,103996.74,1,1,1,103159.11,0
15580493,Chin,469,France,Male,33,1,127818.52,1,1,0 units,163477.22,0
15671293,Marcus,779,Germany,Female,37,2 units,128389.63,,1,1,6589.16,1
15632850,T'ang,731,France,Male,37,8,,2,1,1,170338.35,0
15734886,NULL,₹686,France,Female,34,3,123971.51,2,1,0,147794.63,0
₹15712568,NULL,515,Spain,MALE,40,10,121355.99,1,1,0,138360.29,0
15784736,Jamieson,₹562,France,Male,45,6,136855.24,1,1,,46864.0,0
15773731,John,758,Spain,NULL,35,5,0.0,2,0,0,100365.51,0
15581539,Atkinson,474 units,,Male,37,3,0.0,2,0,0,₹57175.32,0
15739476,Ferrari  ,680,France,Female,32,5,0.0,1,1,1,150684.23,0
15679307,NULL,559,France,Female,43 units,1,0.0,1,0,1,86634.3,0
15576615,Giordano  ,719,Spain,Male,37,10,145382.61,1,₹1,0 units,80408.59,0
15589361,Chikwendu,716,Spain,Male,34,9,₹0.0,₹1,1,1,66695.71,₹0
15581733,Bates,781,France,Female,28,4,0.0,2,1,0,177703.15 units,0
15635197,Glover,640,Germany,Male,26,5,90402.77,1,1,1 units,3298.65,0
15812893,COSTA,629,France,Female,39,10,0.0,2,1,1,43174.49,1
,Cook,690,France,NULL,35,6,112689.95,1,1,0,176962.31,0
15775627,Gordon  ,509 units,France,Male,35,8,0.0 units,2,0,1,67431.28 units,0
,Grant,701,Germany,Male,38,₹3,125385.49,₹2,0,1,52044.66,0
15596984,Pinto,629,France,Female  ,₹31,6,0.0 units,1,1,1,16447.6,1
15745433,CONTI,716,Germany,Female,30,2,205770.78,2,0,0,65464.66 units,0
15640648,Howe,698,France,Male,36 units,6,0.0,2,0,1,19231.98,0
15574237,,588 units,France  ,Female,21,8,0.0,2,1,1,110114.19,0
15692430,Milano,699,NULL,Male,36,2,123601.56 units,2,,0,103557.85,0
15587573,Castiglione,626,Germany,Male,27,4,115084.53,2,0,1,26907.43,0
15768600,Harris,805,Germany,Male,50,9,130023.38,1,1,0,62989.82,1
15778934,,678,SPAIN,Female,49,8,0.0,2,0,1,98090.69,0
15643967,Chineze,652,France,NULL,37,4,92208.54,1,₹0,1,197699.8,1
₹15661162,Akabueze,526,Spain,Male,49,2 units,0.0,1,1,0,114539.67,1
15645637,Huggins,798,Germany,Female,39,6,119787.76,1,1,1,164248.33,0
15649430,White,723,France,Male,28,4,0.0,2,1,1,123885.88 units,
15758692,Kao,669,FRANCE,Female,29,7,146011.4,1,0,0,50249.16,0
15608344,Dawson,749,Germany,Female,29,7,137059.05,3,1,0,₹102975.72,1
,Yevdokimova,609,France,Male,37,1,39344.83,1,1,1,178291.89 units,1
15679200,Crawford,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0 units
15687421,Highland,559,SPAIN,Male,67,9,125919.35,1,1,0,175910.95,1
15570141,P'eng,724,France,Female,34,3,132352.69,1,1,0,80320.3,0
15774491,ROSS,480,France,Female,28,6,0.0,2,0,0,48131.92,0
15627195,Parrott,568 units,Germany,Male,26,1,112930.28,₹2,1,0,22095.73,0
15568963,Naquin,₹674,Germany,,,2,152797.9,1,1,0,175709.4,1
15615245,Shao,660,France,Male,19,5,127649.64,1,1,,40368.65,
15669282,Uchechukwu,636,France,Female,20 units,10,124266.86,1,0,0,100566.81,0
15593468,Findlay,850,France,FEMALE,33,3,0.0,2 units,1,1,11159.19,0
15810075,Fang,648,France,Female,39,6,130694.89,2,1,1,₹153955.38,₹1
15607230,Michel,588,Germany,Male,33,9,150186.22,2,₹1 units,1,65611.01,0
15605804,WATSON,737,France,Male,45,10,₹0.0,2,1,0,1364.54,0 units
15595874,NULL,666,Spain,Female,36,6,0.0 units,2,1,0,176692.87,0
15693814,Niu,806,SPAIN,Male,25 units,7,0.0,2,1,0,18461.9,0
15782630,Genovese,543,France,NULL,35,5,137482.19,1,0,0,62389.35,0
15795990 units,Lumholtz,722 units,GERMANY,,48,10,₹138311.76,1,1,1,3472.63,1
15623989,Griffin,₹435,France,Male,54,3,0.0,1,1,0,156910.46,1
15814116,Castiglione,583,France,Female,42,7,0.0,2,1,0,144039.05,0
15641004,Doyne,605,Spain,Female,48,₹10,150315.92,1,0,1,,0
15572356,Tsai,689,Spain,Male,73,1 units,₹108555.07,1,0,1,167969.15,0
15796790,Amaechi,₹573,France,Female,47,8,154543.98,1,1,0 units,29586.73,0
15581968,Reid,745,France,Female,33,1,0.0,2,1,1,174431.01,0
15740868 units,Pirogova,658,Germany,Female,45,9,134562.8,1,1 units,1,159268.67,0 units
15752139 units,Salter,682,Germany,Male,36,5,72373.62,2,1,0 units,36895.99,0
15615096,Costa,492,France,Female,31,7,0.0,2,1,1,49463.44,0 units
15710315,Chukwukadibia,529,Germany,Male,29,4,135759.4,1,0,,112813.79,1
15623502,Morrison,598,Spain,Female,56,4,98365.33,1 units,₹1,1,44251.33,0
₹15661629,Ricci,522 units,NULL,Male,34,9,126436.29,1,1,₹0 units,174248.52,1
15653997,Haynes,699,Spain,Male,31,6,114493.68,1,0,0,138396.32,0
15761525,,,SPAIN  ,Female,31,10,96997.09,2,0,0,,0
15594594,Loggia  ,546 units,Spain,,₹42,7,139070.51,1,1,1,86945.0,0 units
15734659,Sozonov,640,NULL,Female,46,5,107978.4,,1,0,155876.06,0
15735222,Ignatieff,705,Spain,Female,23,5,0.0,2,1 units,,73131.73,
₹15810218,Sun,610,Spain,NULL,29,9,0.0,3,0,1,83912.24,0
15715394,NULL,613,Spain,Male,35,4,123557.65,2,0 units,1,170903.4,0
15622834,Stevenson,₹678,France,Female,35,4,0.0 units,1,1,0,125518.32,0
15702190,Fan,672,Spain,Male,43,5,0.0,₹2,1,1,64515.5,0
15771728,Mackenzie,641,Germany,Male,41,7,104405.54,3,1,0,₹17384.21,0
15633608,Black,641,France,Male,33,2,146193.6,2,1,1,55796.83,1
15658435 units,Hingston,781,France,Female,₹27,5,0.0,2,0,0,72969.9,0
,McMillan,774,France,Female,26,5,0.0,2,1,1,64716.08,
15782531,Chou,,Spain,Female,31,8,0.0,2,1,0,,0
15662100,Hsu,850,Germany,NULL,44,,128605.32,1,0,1 units,,0
15739194,Manfrin,₹548,SPAIN,Male,38,₹0,,2 units,1,0,38434.73 units,0
15771580,Davison,850,FRANCE,Female,38,0,106831.69,1,0,1,148977.72,0
15674583,Trevisani,768,France,Male,25,0,78396.08,1,1,1 units,8316.19,0
15746203,Hsia,555,Germany,Male,62,4,119817.33,1,0,1,43507.1,1
₹15644621,Mironova,597,Germany,Female,40,9,106756.01,2,1,0,151167.94,0
15736228,Chambers,645,France,Female,40,₹3,129596.77,1,1,1,103232.6,0
15578369,Chiedozie,652,Germany,Female,37,₹9,145219.3,1,1,0,159132.83,0
₹15795737,McNaughtan,771,Spain,Female,47,3,72664.0,2,1,1,107874.39,0
15782121,Leonard,610,,Female,,2,0.0,2,1,0,14546.76,0 units
15685826,Hsiung,563,France,MALE,30 units,7 units,90727.79,1,1,0,122268.75,0
15636238,Graham,611,NULL,MALE,40,1,0.0,2,1,1,102547.56 units,0
15774551,K?,772,SPAIN,Male,36,3,112029.83,1,1,1,186948.35,0
15812272,Ugonna,693,GERMANY,NULL,44,5,124601.58,2,1,1,46998.13,1 units
15642001,LORENZEN,,Germany,Male,44,9,119530.52,1,1,0,119056.68,1
15566543,Aldridge,573,Spain,Male,₹44,9,0.0 units,2,1,0,107124.17,0
15811958,Medland,850,Germany,Male,44,,112755.34 units,2,0,0,158171.36 units,0
15740428,Wyatt,507,France,Female,35,1,0.0,2 units,₹0,0,92131.54,0
15803352,Scott,613 units,,MALE,33,3,155736.42,2,1,1,57751.21,0
15784594,MAZZI,549,Germany,Female,37,1,130622.34,2 units,1,1,128499.94,0
15592379,Walker,741,Spain,Female,42,9,121056.63,2,1,0 units,39122.58,0
15730272,EVSEEV,619,France,Male,58,5,,1,1,1,86022.09,0
15593345,Bradbury,502,Germany  ,Female  ,33,6 units,125241.17 units,2,1,1,158736.07,0
15723169,Williams  ,640 units,France,Female,31,9,138857.59 units,1,1,0,48640.77,0
15790809,Lo Duca,685,Spain,Male,40,7,74896.92,1,1,0,198694.2,0
₹15762716,Chigozie  ,762,Spain,FEMALE,60,10,168920.75,1,1,0,31445.03,1
15763798,McMillan,680,France,Male,23,5 units,140007.19,1,0,1 units,₹31714.08,0
15798024,LORI,537,NULL,Male,84,8,92242.34,1,1,1,186235.98,0
15578783,Mai,620 units,Germany,Male,35,0,76989.97,1,1,1,17242.79,0
15726589,Matveyev,540,GERMANY,Male,39,1,82531.11,₹1,1,,114092.52,0
15685109 units,Teng,689,France,Male  ,₹39,7,0.0,2,0,₹0,14917.09,0
15757310,Otitodilichukwu,655,Germany,Male,₹67,6,148363.38,1,1,1,186995.17,0
15650454,Tran,641,France,Male,57,5,0.0,2,1 units,1,122449.18,0
15813132,Chukwukadibia,696,Germany,Male,30,4,114027.7,1,1,1,193716.56,0
15599268,Yobachi,584,Spain,Male,32,5,0.0,2,1,0,10956.82,0
15624729 units,Tsao  ,594,FRANCE,Male,27,0,197041.8,1,0,,₹151912.49,₹0
15715031,NULL,,France,Female,28,6,0.0,2 units,0,1 units,₹52193.23,₹0
15605968,Fancher,574,France,Male,26,8,,1,1,1,43093.67,0
15592461,NULL,603,Germany,Male,26 units,4,₹109166.37,1,1,1,92840.67,0
15610711,Eluemuno,678,Germany,NULL,40,8,128644.46,1,₹0,0,167673.37,0
15607634,Cobb,606,,Male,40,9,95293.86,2,0,1,96985.58,0
15712319,Chukwukere,714,Spain,Male,45,8,150900.29,2 units,0,1,139889.15 units,0
₹15578045 units,Mitchell,,Spain,Female,49,9,141434.04,1 units,0,0,173779.25,1 units
₹15650258,Sinclair  ,479,France,Female,35,2,113090.4,1,1,0,195649.79,0
15665760,Kazantsev,802,SPAIN  ,Male,38,₹7,0.0,2,0,1,57764.65,0
15659149,King  ,530,France,Male,39,2,0.0,2,,0,,0
15787151,Liao,638,France,Female  ,34,7,0.0,,1,1,198969.78,0
15750574,LUMHOLTZ,677,Spain,Female,34,4 units,0.0,2,1,1,6175.53,0
15752409,Grant,553,France,Male,31,₹6,0.0,2,0,0,124596.63,0
15606229,Obijiaku,771,France,Male,39,5,₹0.0,2 units,1,0,96270.64,0
15807728,Ferri  ,530,France,Female,45,1 units,0.0,₹1,0,1,190663.89,1
15607874,Keane,687,France,Male,38,0,144450.58,1 units,0,1,₹137276.83,0
15634218,Mancini,501,Germany,Male,27 units,4,95331.83,2,1,0,132104.76,0
15754112 units,Musgrove,653,Spain,Male,55 units,7,0.0,2,1,1,,
15697129,Ulyanova,706,Spain,Female  ,43,1,0.0,2,1,0,31962.77,0
15715003,Ko,625,Spain,,49,₹2,80816.45,1,1,1,20018.79,0
15719090,Osonduagwuike,676,Germany,Female,34 units,4,89437.03,1,1,1,189540.95 units,0
15778345,NULL,749,NULL,Female,33,1,74385.98,1,1,0,20164.47,0
15708714,NULL,675,France,Female,33,6,0.0,2,1,0,34045.61,0
15775108,Lo Duca,571,France,Male,34,₹1,99325.04,2,0,1,186052.15,0
15781678,Pisani,470,Spain  ,Male,31,4,55732.92,2 units,1,1,103792.53 units,0
15794345,Ma,706,NULL,Male,38,8,0.0,2,0,1,46635.11,0
15723851,Mazzanti,699,Spain  ,Male,40,2,0.0,1,1,0,78387.32,0
15638988,Fu,684,France,,54,6,0.0 units,2,1,1,94888.6,0 units
15726179,Ferrari,757,Germany,Female,43,5,131433.33,2,1,1,₹3497.43,1
15672216,Uvarov,584,France,Female  ,40,4,82441.75,1,0,0 units,80852.11,0
15643378,Muir,744,France,Male,42,1,112419.92,₹1,1,1,83022.92,0
15630661,Vasilyev,614,Spain,Female,25,10,75212.28,1,1,0,58965.04,0
15686588,MANFRIN,777,France,Female,28,2,134571.5 units,1,0 units,₹1,118313.38,0
15740406,Padovesi,628,Germany,Male,,10,113525.84,1,1,0,46044.48,1
15577359,Bezrukov,767,Spain,Male,47,5,0.0,1,1,0,121964.46,1
15755239,Maughan,758,GERMANY,Male,32 units,4,162657.64,2 units,1,1,,0
15791867,HICKS,₹544,GERMANY,Male,44,2,108895.93,1,0,0,69228.2,1
15566380,Drury,586 units,Spain,Female,₹33,₹10,66948.67,2,1,1,140759.03,0
15634632,NULL,711,France,Male,38,3,₹0.0,2,₹1,0,68487.51,₹0
15585255,,577,France,Male,42,9,0.0,1,1,0,74077.91,0
15682454,MCFARLAND,626,NULL,FEMALE,₹34,3,0.0,₹2,1,1,₹37870.29,0
,Metcalfe,831,France,Female,32,2 units,,,1,0 units,191260.74,0
15674541,Robinson,575,Spain,Male,52,8 units,,1,0,0 units,111342.66,1
15633227,Kenechukwu,₹518,FRANCE,Female,28,₹9,85146.36,1,0,0,2803.89,
15667651,Young,585,Spain,Female,33,8,0.0,2,₹1 units,0,114182.07,0
15580043,Murray,575,Spain,Female,22,8,105229.34,1,1,1,34397.08,0
15650351,Millar,653,France,Female,38,8 units,102133.38,₹1,1,1,166520.96,₹0
15709324,Bruce,417,France,MALE,34,7,0.0,2,1,0,55003.79,0
15675585 units,Burns,416,,Female,25,0,97738.97,2,1,1,160523.33,0
15782236,Gibbs,735,Spain,Male,34,5 units,0.0,2,0,0,₹71095.41,0
15774192,Miller,₹539,GERMANY,Female,,8,105435.74,1,0,0,80575.44,1
15811290,Komarova,680,GERMANY,Male,,0,129974.79,2,1,1,33391.38,0
15723856,GONZALEZ,602,France,Female,29,3,88814.4,,1,1,62487.97,0
15770041,Manna,728,Spain  ,Female,43,8,128412.61,1,0,₹1,139024.31,0
15720706,Hsing,529,Spain,Female  ,39,2,82766.43,1,1,1,122925.44 units,0
15635097,Okeke,599,Germany,Male,39,2,188976.89,,0,1,176142.09,0
15621653,Rice,716,France,NULL,29,10 units,87946.39,,1,1,182531.74,0
15601811,Caldwell,668,France,Female,53,10,110240.04,1,0,0,183980.56,1
15807555,Chung,535,France,Male,45,2 units,0.0,₹2,1,0,125658.28,0 units
15762588,Kaleski,644,France,Male,31,5,0.0,2,1,1,41872.17,0
15679738,Brown,527,,Female,35,,0.0,1,1,0,98031.53,1 units
15569394,Bailey,704,NULL,Male  ,24,2,148197.15,,1,0,182775.08 units,0
15801277,Maccallum,715,France,Female,31,2,112212.14,2,1,1,181600.72,0 units
