Customer_Id,Surname,CreditScore,Country,Gender,Age,Tenure,Balance,NumofProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Age Category
15598751,Lavrentiev,694,Germany,Male,33,4,124067,1,1,1,77907,0,Adult
15592451,Unknown,573,France,Female,30,5,0,2,1,0,66190,0,Adult
15796413,Robertson,595,Germany,Male,34,2,87967,2,0,1,156310,0,Adult
15600510,Ch'ien,587,France,Male,39,10,0,2,1,1,170409,0,Adult
15639549,Ferrari,639,Germany,Female,37,5,151242,1,0,1,49638,0,Adult
15812917,Jen,561,France,Female,31,1,81480,2,1,1,65235,0,Adult
15615477,Gibson,565,Germany,Female,47,10,139756,1,1,0,165849,1,Adult
15650322,Chukwuemeka,813,Spain,Male,27,1,137275,1,0,1,115733,0,Adult
15679801,Ts'ai,714,Germany,Female,36,1,101609,2,1,1,448,0,Adult
15782806,Fiorentini,572,Germany,Male,47,4,99353,1,1,0,100146,1,Adult
15711446,GALGANO,665,Germany,Female,43,2,116322,4,1,0,35640,1,Adult
15658935,Aksenov,532,France,Female,40,5,0,2,0,1,177100,0,Adult
15621629,Fenton,458,France,Female,39,9,0,2,1,0,116343,0,Adult
15710161,Ferguson,675,France,Female,38,1,104017,1,0,0,22069,1,Adult
15706587,Palazzi,710,Spain,Male,35,1,106519,1,1,1,127952,0,Adult
15668775,Anderson,628,France,Male,37,0,0,2,1,1,171708,0,Adult
15786199,Unknown,707,France,Male,29,4,0,2,1,0,139954,0,Adult
15592531,LEES,604,France,Female,34,7,0,2,1,0,193021,0,Adult
15806389,Rahman,644,France,Male,28,7,155060,1,1,0,29180,0,Adult
15640922,Lo Duca,748,France,Female,39,3,157372,1,0,1,97734,0,Adult
15714939,Coates,501,Germany,Male,25,6,104014,1,1,0,114774,0,Young
15618314,Spence,675,France,Female,34,10,84945,1,0,0,146231,0,Adult
15685706,Su,850,Germany,Male,36,6,143644,1,1,0,22102,1,Adult
15671789,Muramats,620,France,Male,37,0,107549,1,1,0,71176,0,Adult
15574115,Anderson,629,France,Female,49,4,0,2,1,1,196335,0,Adult
15627840,Palfreyman,630,France,Male,34,9,0,2,1,1,114006,0,Adult
15656300,Walker,792,France,Female,28,4,130143,1,1,0,38191,0,Adult
15665678,Cocci,644,Spain,Male,49,10,0,2,1,1,145090,0,Adult
15576360,Capon,769,France,Male,29,8,0,2,1,1,172291,0,Adult
15644572,Ku,640,France,Female,33,1,167298,1,0,1,145382,0,Adult
15728773,Kalinina,681,Spain,Male,33,10,0,1,0,0,158336,0,Adult
15693947,Vaguine,670,France,Female,45,9,104930,1,1,0,155922,1,Adult
15659677,Flynn,702,Spain,Male,44,9,0,1,0,0,59207,1,Adult
15766417,Padovesi,547,Germany,Male,49,8,121538,2,1,0,46521,1,Adult
15715750,T'ao,673,Germany,Female,25,3,108245,2,1,1,103574,0,Young
15742609,Zikoranachidimma,655,France,Female,32,2,0,1,1,1,71048,0,Adult
15630167,Robertson,704,France,Male,38,6,106688,1,1,0,173777,0,Adult
15699389,Simmons,616,France,Male,34,10,0,2,1,0,25662,0,Adult
15600781,Rhodes,692,Germany,Male,49,6,110540,2,0,1,107473,0,Adult
15778368,Chapman,791,France,Female,44,5,0,2,1,1,123978,1,Adult
15624995,Ekechukwu,736,Germany,Male,57,9,95295,1,1,0,28434,1,Adult
15754940,Wilson,711,Germany,Female,52,8,145263,1,0,1,131473,0,Adult
15603914,Preston,659,France,Female,32,9,0,2,1,1,93156,0,Adult
15777067,Nwachinemelu,565,France,Male,38,5,0,2,0,1,80630,0,Adult
15659234,Hs?,542,Spain,Male,35,2,174895,1,1,1,22315,0,Adult
15610930,Kelly,612,Spain,Male,39,5,170288,1,1,1,59601,0,Adult
15576044,Ku,798,France,Male,36,1,0,2,1,1,159044,0,Adult
15762855,Leach,622,Spain,Female,41,9,0,2,1,1,155786,0,Adult
15659194,Fu,484,Spain,Female,35,7,133868,1,1,1,27286,0,Adult
15598086,Sullivan,705,France,Female,64,3,153469,3,0,0,146574,1,Senior
15586848,Yefremova,753,France,Female,40,0,3769,2,1,0,177065,1,Adult
15788946,Fyodorov,769,France,Male,48,2,96542,2,0,1,197886,0,Adult
15761713,MARINO,545,France,Male,23,2,0,2,1,0,189613,0,Young
15572182,Kornilova,572,Germany,Male,26,4,118287,2,0,0,60427,0,Adult
15638607,Nucci,548,France,Female,32,2,172449,1,1,0,188084,1,Adult
15747288,Feng,618,Germany,Female,40,1,133246,2,1,1,54496,0,Adult
15621974,Maynard,712,France,Male,32,9,100606,1,1,0,165693,0,Adult
15633461,Kemp,699,France,Male,32,3,0,2,1,1,170770,0,Adult
15704466,Chung,808,Spain,Male,25,7,0,2,1,1,23180,0,Young
15789563,Kang,588,Germany,Female,34,10,129418,1,1,0,153727,0,Adult
15638068,ROSSI,425,Germany,Male,40,9,166777,1,0,1,172647,0,Adult
15646563,Wisdom,479,Germany,Female,23,9,123576,1,0,1,95148,0,Young
15711825,Guerin,790,Spain,Male,32,3,0,1,1,0,91044,0,Adult
15658852,Browne,774,France,Female,52,2,56581,1,1,0,113266,1,Adult
15747795,Esposito,527,Spain,Male,28,6,128396,2,1,0,79920,0,Adult
15701364,LEA,615,Spain,Male,41,1,126773,1,1,1,55551,0,Adult
15749381,Baird,587,France,Female,36,1,134997,2,1,0,44688,0,Adult
15574868,Dickson,614,Germany,Female,30,3,131345,2,1,0,54777,0,Adult
15796496,Hamilton,491,France,Female,36,0,0,1,1,1,103934,0,Adult
15718572,Unknown,640,France,Male,68,9,0,2,1,1,199493,0,Senior
15772383,Morrison,628,Spain,Female,37,8,0,1,1,0,117523,0,Adult
15609475,Lin,768,France,Male,42,5,0,3,0,0,60686,0,Adult
15807909,Charteris,603,France,Male,45,9,0,1,0,0,100146,0,Adult
15770159,McKissick,670,France,Male,33,1,0,2,1,1,86413,0,Adult
15693526,Gould,705,France,Female,39,5,149380,2,1,0,96076,0,Adult
15758939,Mullah,850,Spain,Male,37,2,0,2,1,0,119970,0,Adult
15615330,Ikemefuna,679,Germany,Female,30,4,77950,1,1,1,121151,0,Adult
15661036,ARBOUR,577,France,Male,51,2,0,1,0,0,140801,1,Adult
15806360,Chigozie,609,France,Male,32,7,118520,1,0,0,100146,0,Adult
15603565,Arnold,625,France,Female,38,7,0,1,1,0,164804,0,Adult
15812351,POKROVSKY,578,France,Male,38,7,82259,1,1,1,8997,0,Adult
15607884,Unknown,610,France,Male,40,9,0,1,1,1,149603,0,Adult
15787174,Fang,623,France,Female,37,4,140212,1,1,1,93832,0,Adult
15766746,H?,472,France,Male,29,8,102490,1,0,1,181225,0,Adult
15679693,Burgess,790,Germany,Male,24,7,107418,1,0,1,160450,0,Young
15575691,Hsing,652,France,Male,33,9,0,2,1,1,142956,0,Adult
15746451,Chan,694,France,Male,42,8,133767,1,1,0,36405,0,Adult
15771873,Unknown,569,Germany,Male,30,6,106629,1,0,1,44115,0,Adult
15805627,Winter-Irving,584,Germany,Male,47,7,130539,1,1,0,92916,0,Adult
15801817,Murphy,557,France,Female,28,7,146445,2,1,0,184318,0,Adult
15644453,Ingram,556,France,Female,43,6,0,3,0,0,125155,1,Adult
15582951,Lombardi,565,France,Male,32,9,0,2,1,0,5388,0,Adult
15792176,Green,794,France,Male,46,6,0,2,1,0,195326,0,Adult
15746076,Hsueh,680,Spain,Female,37,6,124141,2,1,0,92826,0,Adult
15592104,Jen,718,Germany,Male,33,4,70541,1,0,0,88593,0,Adult
15688880,Long,763,France,Female,23,2,0,2,1,0,153984,0,Young
15815530,Kosisochukwu,653,Spain,Male,35,6,116663,2,1,1,23864,0,Adult
15784918,Unknown,529,Spain,Female,44,1,0,2,0,0,14161,0,Adult
15617078,Grigoryeva,701,France,Female,34,3,105589,1,0,1,74694,0,Adult
15694253,Hsueh,712,Spain,Female,39,5,163098,1,1,1,23702,0,Adult
15569446,Watson,718,Spain,Male,28,6,0,2,1,0,146876,0,Adult
15696175,Sinclair,569,Spain,Female,51,3,0,3,1,0,75085,1,Adult
15773421,FREEMAN,630,Germany,Female,34,9,106937,2,1,0,138275,0,Adult
15569590,Scott,773,Germany,Male,43,8,81845,2,1,1,35908,0,Adult
15734628,Unknown,850,France,Male,34,2,0,2,1,1,171707,0,Adult
15732778,Castiglione,430,France,Male,31,5,0,1,1,0,95655,0,Adult
15715597,Unknown,560,France,Male,57,0,0,2,0,1,116782,0,Adult
15628813,PENDRED,757,France,Male,47,3,130747,1,1,1,143830,0,Adult
15744517,Hsing,535,France,Male,37,2,133040,1,1,1,110300,0,Adult
15717984,Bartlett,822,France,Male,50,7,0,2,1,1,10063,0,Adult
15574480,Unknown,549,Germany,Female,55,1,137592,2,0,1,116548,1,Adult
15704315,Demaine,791,France,Male,52,7,0,1,1,1,122783,0,Adult
15785899,Fallaci,484,Germany,Female,34,4,148250,1,0,1,33738,0,Adult
15810826,CHU,676,France,Male,40,8,114006,1,1,1,67998,0,Adult
15597131,Bird,731,France,Female,40,7,118992,1,1,1,156049,0,Adult
15729956,SHAW,656,Spain,Male,41,6,101179,2,1,1,35231,0,Adult
15797900,TOSCANO,682,France,Female,42,0,0,1,0,1,91982,1,Adult
15760568,LUCCIANO,411,France,Male,29,0,59697,2,1,1,53483,0,Adult
15679770,Unknown,607,Spain,Male,36,8,158262,1,1,1,76745,0,Adult
15714485,Ch'iu,600,France,Male,40,5,141137,1,1,1,67804,0,Adult
15620000,Turnbull,501,France,Male,40,4,125832,1,1,1,100434,0,Adult
15717290,Hsieh,568,France,Female,47,7,0,2,1,1,45978,0,Adult
15648178,Tokareva,614,France,Female,19,5,97445,2,1,0,122823,0,Young
15652658,Unknown,746,France,Male,47,8,142382,1,1,1,62087,0,Adult
15757646,McKinley,678,France,Female,60,2,0,2,1,1,43822,0,Adult
15780088,Okeke,646,Germany,Female,44,2,113064,1,0,0,53072,1,Adult
15656829,Lombardo,600,Germany,Male,28,2,116623,1,0,1,59905,0,Adult
15729362,Gibson,684,Spain,Female,39,4,139724,1,1,1,120612,0,Adult
15577751,Ch'ien,807,France,Male,42,7,118275,1,1,1,25886,0,Adult
15724127,WU,699,Germany,Male,34,4,185174,2,1,0,120834,0,Adult
15675328,Unknown,552,Germany,Male,50,4,121176,1,1,0,117505,1,Adult
15719426,Descoteaux,597,Spain,Male,43,2,85162,1,0,1,5104,1,Adult
15696506,Arcuri,614,France,Male,40,6,0,1,1,1,20340,1,Adult
15807568,THOMAS,445,France,Male,64,2,136771,1,0,1,43678,0,Senior
15584812,Y?,494,France,Male,30,3,85705,1,0,1,27886,0,Adult
15802758,Kwemto,572,Germany,Female,35,1,139979,1,1,0,185663,0,Adult
15799480,Unknown,579,France,Male,28,6,150329,1,1,0,145558,0,Adult
15811036,Hill,622,Spain,Female,23,8,0,2,1,1,131389,0,Young
15683053,Mishina,628,France,Male,30,8,89182,1,1,1,100146,0,Adult
15595883,Brown,624,France,Female,45,3,68640,1,1,0,168002,1,Adult
15571261,Rose,706,France,Male,38,1,0,2,1,0,122380,0,Adult
15646594,Anthony,652,Spain,Female,29,3,116806,1,0,0,4093,0,Adult
15630920,Johnstone,678,France,Female,43,7,178074,1,0,0,110406,0,Adult
15735636,Onwuamaeze,505,France,Female,33,3,106507,1,1,0,45446,1,Adult
15806230,Nwabugwu,546,France,Male,52,2,0,1,1,0,137332,1,Adult
15704771,Ferri,838,Spain,Female,40,6,61671,1,0,1,150659,1,Adult
15569451,Unknown,778,France,Male,33,4,111064,2,1,0,83557,0,Adult
15587835,Pai,639,Germany,Male,38,5,130171,1,1,1,149600,0,Adult
15711309,UDOKAMMA,692,France,Female,34,7,0,2,1,0,195075,0,Adult
15718289,FIORENTINO,706,Germany,Female,46,7,111288,1,1,1,149170,1,Adult
15614923,Thompson,652,Spain,Male,32,7,0,2,1,0,67926,0,Adult
15795511,Wright,772,France,Female,35,9,0,1,0,1,25448,0,Adult
15694408,Ts'ai,655,Spain,Female,35,1,82232,2,1,0,88798,0,Adult
15812647,Stevens,676,France,Male,38,8,0,2,1,1,133693,0,Adult
15725478,McKay,551,France,Male,37,3,0,2,1,1,50578,0,Adult
15790763,Pai,593,Germany,Female,38,4,129499,1,1,1,154071,0,Adult
15587266,Doherty,724,France,Male,30,10,0,2,1,1,54266,0,Adult
15715414,Yu,790,France,Female,41,2,126619,1,1,0,198224,0,Adult
15583067,Lowell,792,Germany,Male,36,5,115725,2,0,0,1871,0,Adult
15772030,Trevisani,631,France,Female,31,8,137688,1,1,0,190067,0,Adult
15623828,Unknown,600,Germany,Male,57,9,138456,2,1,1,103548,0,Adult
15737194,Toscani,613,France,Male,36,9,131307,1,0,0,83344,0,Adult
15688760,Ricci,604,Spain,Female,39,7,98544,1,1,1,52328,0,Adult
15630419,Rubensohn,744,France,Male,47,9,0,2,1,0,113163,0,Adult
15696733,Nnanna,664,Germany,Male,25,6,172813,2,1,1,108009,0,Young
15718281,Ku,618,France,Female,40,0,0,1,1,0,119059,0,Adult
15720968,Bray,540,France,Male,35,7,127802,1,0,1,84239,0,Adult
15782311,Tretiakova,651,France,Male,23,10,0,2,1,1,170099,0,Young
15788480,Davis,725,France,Male,46,6,0,2,1,0,161767,0,Adult
15593943,Moore,535,France,Female,29,2,112367,1,1,0,185631,0,Adult
15660211,Hou,652,France,Male,41,6,0,1,0,1,112585,0,Adult
15609562,MACKENZIE,603,Spain,Female,56,5,90779,2,1,0,162224,1,Adult
15752838,BELUCHI,710,Spain,Female,27,2,135278,1,1,0,142200,0,Adult
15743617,Wallace,663,France,Female,39,8,0,2,1,1,101169,0,Adult
15634949,Sergeyev,512,France,Female,37,1,0,2,0,1,156105,0,Adult
15734311,Darwin,835,France,Male,35,6,127120,1,1,0,28708,0,Adult
15720071,Palerma,689,France,Female,58,5,0,2,0,1,49849,0,Adult
15700657,Barry,686,Spain,Male,41,7,102750,1,0,1,194914,0,Adult
15576368,Buccho,776,Germany,Female,37,2,103769,2,1,0,194099,0,Adult
15733491,Nebechukwu,670,France,Male,37,2,0,1,1,1,54230,0,Adult
15678727,Carpenter,688,France,Female,38,7,123544,1,1,1,157664,0,Adult
15801395,LOGGIA,606,Germany,Female,41,4,132671,1,1,0,156476,1,Adult
15599956,Crawford,696,France,Female,25,8,126443,1,1,0,121904,0,Young
15647207,Henty,698,Spain,Female,40,0,92053,1,1,1,143682,0,Adult
15745527,Saunders,506,Spain,Male,50,3,0,2,1,0,12017,0,Adult
15618936,Jamieson,481,Germany,Male,44,3,163715,1,1,0,96124,0,Adult
15706116,Lane,655,France,Female,41,5,0,1,0,0,36548,1,Adult
15619529,Amechi,672,France,Male,40,10,102980,1,1,1,1286,1,Adult
15583394,Panicucci,703,Spain,Male,73,5,137762,1,1,1,159677,0,Senior
15744913,Chin,612,France,Female,42,10,75498,1,0,0,149683,0,Adult
15715643,Brown,498,Germany,Male,35,2,121968,2,0,1,188343,0,Adult
15716822,Cremonesi,767,France,Female,35,6,115576,1,0,1,27922,0,Adult
15570414,Ewing,658,France,Female,44,6,148481,1,1,0,130529,0,Adult
15729279,Palerma,686,France,Female,41,7,152106,2,0,1,132374,0,Adult
15607713,Tu,732,France,Female,34,8,122338,2,1,0,187986,0,Adult
15664881,Echezonachukwu,602,Germany,Male,35,7,90602,2,1,1,51695,0,Adult
15624293,Genovese,673,France,Female,42,4,0,1,1,0,121441,0,Adult
15645355,Yoo,652,Germany,Male,42,1,98496,1,1,0,40015,1,Adult
15719170,Templeman,652,Germany,Male,29,1,111682,2,1,1,195711,0,Adult
15664521,Onyemauchechi,679,France,Male,36,1,97235,1,1,0,100146,0,Adult
15729804,King,693,France,Female,43,4,152342,1,1,0,9242,0,Adult
15581551,Esposito,735,Spain,Male,50,5,0,1,0,0,166677,1,Adult
15782941,Longo,477,France,Male,47,9,144901,1,1,0,61315,1,Adult
15609558,Ubanwa,652,Spain,Male,31,1,132863,1,0,0,158054,0,Adult
15740846,Teng,556,France,Male,34,8,163757,1,1,1,104000,0,Adult
15634564,Ch'en,789,Germany,Male,33,8,151608,1,1,0,4389,0,Adult
15634262,Chiekwugo,624,France,Male,36,6,0,2,0,0,84750,0,Adult
15809817,Fu,415,France,Male,32,5,145808,1,1,1,3065,0,Adult
15593128,Lombardi,847,France,Male,66,7,123761,1,0,1,53157,0,Senior
15796370,AKABUEZE,726,Spain,Female,26,1,80780,1,1,1,19226,0,Adult
15799811,Chinomso,517,France,Male,56,9,142147,1,0,0,39488,1,Adult
15646566,Unknown,593,Germany,Female,38,5,142658,2,0,1,135337,0,Adult
15705991,Smith,611,France,Female,61,3,131584,4,0,1,66238,1,Senior
15669611,Unknown,774,France,Male,60,5,85892,1,1,0,74135,1,Adult
15587177,Chambers,760,Germany,Male,34,6,121304,2,1,1,59325,0,Adult
15576760,Onyekaozulu,688,Germany,Male,41,2,112871,2,0,1,65521,0,Adult
15706764,Lettiere,630,Germany,Female,23,4,137965,1,0,1,174571,0,Young
15637138,Finch,721,France,Male,36,1,155177,2,1,1,49653,0,Adult
15695819,Olague,584,France,Male,35,9,0,2,1,0,192381,0,Adult
15593555,Porter,607,Spain,Male,34,9,132440,1,1,0,177748,0,Adult
15572145,Unknown,577,Spain,Female,33,6,0,2,1,0,57976,0,Adult
15701932,Lombardi,745,France,Male,36,8,67226,1,1,0,130790,0,Adult
15796787,Pisano,759,Germany,Male,30,4,101803,1,0,0,8694,0,Adult
15681081,McLean,790,France,Female,26,4,141582,2,0,0,98309,0,Adult
15652674,Knight,449,France,Female,37,6,0,2,1,0,82176,0,Adult
15591577,Otutodilichukwu,785,Spain,Female,61,4,129856,2,1,0,170215,1,Senior
15716994,COLE,529,France,Male,67,8,103102,2,1,1,154002,1,Senior
15759741,Unknown,604,Spain,Male,27,9,101353,1,0,0,30252,0,Adult
15591386,Wright,632,France,Male,50,2,0,2,0,0,57943,0,Adult
15802071,Overby,693,Spain,Female,39,0,0,2,0,0,81902,0,Adult
15640905,Unknown,594,Germany,Female,23,4,104754,2,1,0,56757,1,Young
15618750,Webb,600,France,Male,34,0,0,2,0,1,3756,0,Adult
15752956,Ferri,565,France,Male,46,7,135370,1,0,1,140130,0,Adult
15677123,Reyna,809,Spain,Female,48,2,0,1,1,0,160977,1,Adult
15719856,Nkemdirim,540,Germany,Male,39,4,127278,1,1,1,16150,0,Adult
15672145,Toscani,714,Germany,Female,35,6,126077,2,1,1,53954,0,Adult
15600575,ALI,749,France,Male,41,5,57569,1,1,1,61128,0,Adult
15770576,Du Cane,724,France,Male,34,2,154486,2,0,0,78561,0,Adult
15658929,Toscano,604,France,Female,53,2,121390,1,1,1,48202,1,Adult
15665784,Trevisano,629,Germany,Male,40,2,121648,2,1,1,64850,1,Adult
15616280,Ugochukwu,593,France,Female,35,6,133489,2,1,1,78101,0,Adult
15764351,Miller,463,France,Male,35,2,0,1,1,1,118114,0,Adult
15623566,Osinachi,850,France,Male,41,3,136417,1,0,1,57844,0,Adult
15692406,Sumrall,574,Germany,Male,33,3,129835,1,1,0,193131,0,Adult
15808175,Bradley,553,Germany,Male,46,3,82291,1,1,0,112550,1,Adult
15768566,Nielson,630,Spain,Male,41,7,107512,1,0,1,46157,0,Adult
15626322,Vasiliev,800,Germany,Male,39,4,95253,1,1,0,13906,0,Adult
15590623,Lung,749,France,Male,40,1,139290,1,1,0,182855,1,Adult
15719309,Yin,691,France,Male,34,8,133936,2,1,0,91360,0,Adult
15673372,McClemans,775,France,Male,60,7,0,2,1,1,111559,0,Adult
15577423,Trujillo,599,Spain,Female,49,2,0,2,1,0,111191,0,Adult
15625311,Douglas,606,Germany,Female,27,6,172310,1,0,1,111449,0,Adult
15766908,White,658,France,Female,38,6,0,1,0,0,155666,0,Adult
15570947,McMillan,687,France,Female,36,5,97158,1,0,1,63185,0,Adult
15762937,COUPP,662,Spain,Male,33,3,0,2,0,1,68065,0,Adult
15737051,Akobundu,682,France,Male,30,4,0,1,0,1,161465,0,Adult
15570205,Tu,635,France,Female,33,5,0,2,1,0,122950,0,Adult
15579808,Obialo,522,Germany,Male,37,3,95023,1,1,1,129108,0,Adult
15701176,Davis,634,France,Male,44,9,149961,1,1,0,57122,0,Adult
15661007,Muir,706,Germany,Male,67,1,123277,2,1,1,86508,1,Senior
15622017,Young,606,Germany,Male,27,2,130274,2,1,0,147533,0,Adult
15595036,Feng,529,France,Male,28,9,0,2,1,1,52545,0,Adult
15813718,PAGNOTTO,786,Germany,Female,33,0,122326,1,0,0,100146,1,Adult
15581237,Chinagorom,685,France,Female,43,1,132667,1,1,1,41877,0,Adult
15738291,Shih,629,Germany,Male,35,7,156847,2,1,0,31824,0,Adult
15709737,MacDonald,774,Spain,Female,43,1,116360,1,1,0,100146,0,Adult
15662955,Lucas,723,Spain,Male,38,6,0,2,1,1,94416,0,Adult
15582714,Unknown,713,Germany,Male,47,1,95995,1,1,0,197529,0,Adult
15584090,Hay,593,Germany,Male,74,5,161434,2,1,1,65532,0,Senior
15670584,Hamilton,661,France,Female,27,3,0,2,1,1,76890,0,Adult
15814209,Shaw,616,France,Male,23,8,73113,1,1,1,62733,0,Young
15759915,Fiorentini,535,France,Female,49,3,0,1,0,0,61820,1,Adult
15664214,Thornton,641,Germany,Female,40,2,110087,1,1,0,159773,0,Adult
15639252,Bledsoe,624,Germany,Female,48,3,122388,2,0,1,30020,0,Adult
15812422,McGregor,512,Germany,Female,40,8,153538,2,0,0,23101,0,Adult
15809509,Tan,770,Germany,Male,45,4,0,1,1,0,26164,1,Adult
15620268,Warren,790,France,Female,33,10,135121,1,0,0,195205,0,Adult
15662574,Payne,747,France,Male,27,10,0,2,0,0,13008,0,Adult
15670492,Onwuemelie,609,France,Male,26,7,0,2,1,0,98464,0,Adult
15737408,Burke,655,France,Male,37,5,93147,2,1,0,66214,0,Adult
15804017,MacDonald,688,France,Female,51,5,0,1,1,0,91624,1,Adult
15698294,MCKAY,659,Germany,Female,30,8,154160,1,1,0,40441,0,Adult
15786643,NDUKAKU,531,Spain,Male,27,8,132576,1,0,0,7223,0,Adult
15577598,Unknown,652,Germany,Male,39,8,106260,2,1,1,198103,0,Adult
15723481,Chizoba,788,Spain,Male,36,10,109633,1,1,1,16149,0,Adult
15750569,Ijendu,662,France,Male,44,8,0,2,1,1,175315,0,Adult
15813590,Cook,778,Spain,Female,47,6,127299,2,1,0,124695,0,Adult
15805565,Moen,646,France,Male,30,5,98015,1,1,1,12757,0,Adult
15612931,Chizoba,618,Spain,Male,41,4,115252,1,0,0,136436,0,Adult
15611947,Naylor,718,France,Female,25,4,108692,1,1,0,63031,0,Young
15748597,Kaeppel,850,Spain,Male,29,1,0,2,1,1,197997,0,Adult
15798348,Norton,702,France,Male,34,4,100055,1,1,0,109496,0,Adult
15624347,Macleod,677,Germany,Male,34,3,126729,1,1,1,26106,1,Adult
15664615,WEST,706,Spain,Male,37,3,0,2,0,1,181544,0,Adult
15696361,Unknown,679,France,Female,30,1,112543,1,1,1,179435,0,Adult
15731463,David,659,Spain,Male,31,7,149621,2,1,1,104534,0,Adult
15649668,Manfrin,714,France,Male,34,10,0,2,1,1,80234,0,Adult
15656086,Yobachukwu,850,Spain,Male,41,8,132838,1,1,1,175347,0,Adult
15658485,Chijindum,573,France,Male,31,2,0,2,1,1,91957,0,Adult
15722090,McDonald,835,Germany,Female,47,5,108289,2,1,1,45860,1,Adult
15779414,WEI,556,France,Male,40,5,125910,1,1,1,95124,0,Adult
15668594,Aksyonov,593,Spain,Male,31,8,112713,1,1,1,176869,0,Adult
15803681,Fantin,709,Germany,Male,34,4,148375,2,1,1,21521,0,Adult
15679642,Ch'en,593,Spain,Male,43,10,0,2,0,0,53478,0,Adult
15742091,Vinogradoff,608,France,Male,56,10,129255,2,1,0,142492,1,Adult
15614813,Shah,604,Spain,Male,40,5,155455,1,0,1,113582,0,Adult
15646262,Herrera,724,France,Male,40,10,0,1,1,0,127847,1,Adult
15769829,Bell,763,France,Female,58,9,187912,1,0,1,35825,0,Adult
15801256,Kenenna,469,Germany,Male,38,9,113599,1,0,0,11950,0,Adult
15595282,Mott,632,France,Male,71,3,83117,1,1,1,27598,0,Senior
15709252,LLOYD,646,France,Male,36,6,124446,1,1,0,100146,0,Adult
15614520,Onodugoadiegbemma,673,Germany,Male,36,5,73088,2,0,0,196142,0,Adult
15624423,Spencer,560,France,Female,35,1,0,2,1,0,3702,0,Adult
15670615,Unknown,660,France,Male,34,1,0,2,1,0,9693,0,Adult
15732476,Unknown,504,Germany,Male,43,5,134740,2,1,0,181431,0,Adult
15590011,Chinedum,430,France,Male,38,9,0,2,1,1,12051,0,Adult
15674331,Lewis,797,Germany,Male,32,1,151923,1,1,0,8877,0,Adult
15652835,Ashton,767,France,Female,34,8,0,2,1,0,94768,0,Adult
15590320,Millar,586,France,Female,52,6,140901,1,1,1,67289,0,Adult
15673481,Vassiliev,681,France,Male,46,0,105969,1,1,0,5772,0,Adult
15645717,Marrero,545,Spain,Female,47,5,0,2,1,1,38970,0,Adult
15595917,Hou,539,France,Male,20,0,83460,1,1,1,146753,0,Young
15572361,Moran,652,France,Male,37,3,146312,1,1,1,105443,0,Adult
15656263,Green,559,Spain,Male,24,3,114740,1,1,0,85891,1,Young
15580988,Knepper,591,Germany,Female,34,4,150635,1,1,1,72275,0,Adult
15633546,Golubova,622,France,Female,35,5,0,2,1,1,51113,0,Adult
15663386,Unknown,762,France,Male,35,1,117459,1,0,1,178361,1,Adult
15669491,Vasin,579,Spain,Female,35,1,129490,2,0,1,8591,1,Adult
15803633,Phillips,590,France,Male,31,8,112212,1,1,0,26261,0,Adult
15568120,Stanley,629,Spain,Male,29,6,0,2,1,1,88843,0,Adult
15774164,Unknown,767,Spain,Male,37,7,0,2,1,1,24734,0,Adult
15681506,Lamb,646,France,Female,45,3,47135,1,1,1,57236,0,Adult
15749103,Unknown,534,France,Female,34,7,121552,1,1,1,70179,0,Adult
15657603,PADOVANO,802,Spain,Male,41,6,0,2,1,0,47322,0,Adult
15797276,Hammond,555,Spain,Male,50,7,128061,2,1,1,62375,0,Adult
15631359,Taverner,683,Spain,Male,29,0,133703,1,1,0,55583,1,Adult
15629750,She,637,France,Male,27,9,128940,1,1,0,46787,0,Adult
15783097,Hsia,536,France,Male,46,1,65733,1,1,0,61095,0,Adult
15736302,YURYEVA,668,Germany,Female,59,5,120170,1,0,1,50455,0,Adult
15727489,Barnhill,714,France,Male,40,9,46521,1,1,1,96687,0,Adult
15624820,Gow,427,France,Male,37,5,0,2,1,1,121485,0,Adult
15620988,Castiglione,557,France,Female,39,7,49573,1,1,0,115288,1,Adult
15812720,K?,706,France,Male,34,8,0,2,1,1,37480,0,Adult
15712176,Lees,699,Spain,Male,29,9,127571,2,1,1,164757,0,Adult
15698927,STEPHENS,652,France,Female,42,1,115962,2,0,1,29484,0,Adult
15726403,Stevenson,635,France,Female,58,1,0,1,1,1,58907,1,Adult
15776725,Unknown,627,France,Female,39,5,124587,1,1,0,93133,1,Adult
15717498,Dickinson,589,Germany,Female,41,7,92619,1,1,1,101179,0,Adult
15595640,Trevisani,488,Germany,Male,32,3,114540,1,1,0,92568,0,Adult
15793854,Bruny,615,Spain,Female,29,7,143331,2,1,1,126396,0,Adult
15661827,Chiganu,743,Germany,Female,32,6,140349,2,1,1,163254,0,Adult
15668886,Denisov,639,France,Male,27,8,0,2,1,0,192247,0,Adult
15616028,Tao,682,Spain,Male,36,5,0,2,1,1,147759,0,Adult
15670943,Kramer,754,Germany,Female,39,8,129402,1,1,1,100146,0,Adult
15745417,Brown,663,France,Male,26,5,141462,1,1,0,440,0,Adult
15731790,Wilkinson,778,Spain,Male,33,5,116474,2,1,1,32758,0,Adult
15706223,Thompson,660,France,Male,33,0,72783,1,0,0,181052,0,Adult
15736431,Bruno,773,Spain,Female,33,10,0,1,1,1,98820,0,Adult
